lemma,global_position,role,deprel,partner_lemma
that,115678,dependent,nsubj:pass,do
do,115679,head,advmod,how
do,115679,head,aux:pass,be
do,115679,head,nsubj:pass,that
do,115679,head,punct,?
?,115680,dependent,punct,do
all,115681,dependent,nsubj,lose
lose,115682,head,nsubj,all
lose,115682,head,advmod,now
lose,115682,head,punct,.
now,115683,dependent,advmod,lose
.,115684,dependent,punct,lose
mournful,115685,dependent,amod,whistle
he,115686,dependent,nsubj,whistle
whistle,115687,head,amod,mournful
whistle,115687,head,nsubj,he
whistle,115687,head,punct,.
.,115688,dependent,punct,whistle
fall,115689,head,parataxis,surrender
fall,115689,head,parataxis,lose
fall,115689,head,punct,.
",",115690,dependent,punct,surrender
surrender,115691,dependent,parataxis,fall
surrender,115691,head,punct,","
",",115692,dependent,punct,lose
lose,115693,dependent,parataxis,fall
lose,115693,head,punct,","
.,115694,dependent,punct,fall
bloom,115695,dependent,nsubj,bend
bend,115696,head,nsubj,bloom
bend,115696,head,obj,ear
bend,115696,head,advcl,turn
bend,115696,head,punct,.
leopold,115697,dependent,compound,ear
ear,115698,dependent,obj,bend
ear,115698,head,compound,leopold
",",115699,dependent,punct,turn
turn,115700,dependent,advcl,bend
turn,115700,head,punct,","
turn,115700,head,obj,fringe
turn,115700,head,advmod,down
turn,115700,head,obl,vase
a,115701,dependent,det,fringe
fringe,115702,dependent,obj,turn
fringe,115702,head,det,a
fringe,115702,head,nmod,doyley
of,115703,dependent,case,doyley
doyley,115704,dependent,nmod,fringe
doyley,115704,head,case,of
down,115705,dependent,advmod,turn
under,115706,dependent,case,vase
the,115707,dependent,det,vase
vase,115708,dependent,obl,turn
vase,115708,head,case,under
vase,115708,head,det,the
.,115709,dependent,punct,bend
order,115710,head,punct,.
.,115711,dependent,punct,order
yes,115712,dependent,discourse,remember
yes,115712,head,punct,","
",",115713,dependent,punct,yes
i,115714,dependent,nsubj,remember
remember,115715,head,discourse,yes
remember,115715,head,nsubj,i
remember,115715,head,punct,.
.,115716,dependent,punct,remember
lovely,115717,dependent,amod,air
air,115718,head,amod,lovely
air,115718,head,punct,.
.,115719,dependent,punct,air
in,115720,dependent,case,sleep
sleep,115721,dependent,obl,go
sleep,115721,head,case,in
she,115722,dependent,nsubj,go
go,115723,head,obl,sleep
go,115723,head,nsubj,she
go,115723,head,obl,he
go,115723,head,punct,.
to,115724,dependent,case,he
he,115725,dependent,obl,go
he,115725,head,case,to
.,115726,dependent,punct,go
innocence,115727,head,nmod,moon
innocence,115727,head,punct,.
in,115728,dependent,case,moon
the,115729,dependent,det,moon
moon,115730,dependent,nmod,innocence
moon,115730,head,case,in
moon,115730,head,det,the
.,115731,dependent,punct,innocence
brave,115732,head,punct,.
.,115733,dependent,punct,brave
do,115734,dependent,aux,know
not,115735,dependent,advmod,know
know,115736,head,aux,do
know,115736,head,advmod,not
know,115736,head,obj,danger
know,115736,head,punct,.
their,115737,dependent,nmod:poss,danger
danger,115738,dependent,obj,know
danger,115738,head,nmod:poss,their
.,115739,dependent,punct,know
still,115740,dependent,advmod,hold
hold,115741,head,advmod,still
hold,115741,head,obj,her
hold,115741,head,compound:prt,back
hold,115741,head,punct,.
her,115742,dependent,obj,hold
back,115743,dependent,compound:prt,hold
.,115744,dependent,punct,hold
call,115745,head,obj,name
call,115745,head,punct,.
name,115746,dependent,obj,call
.,115747,dependent,punct,call
touch,115748,head,obj,water
touch,115748,head,punct,.
water,115749,dependent,obj,touch
.,115750,dependent,punct,touch
jingle,115751,dependent,compound,jaunty
jaunty,115752,head,compound,jingle
jaunty,115752,head,punct,.
.,115753,dependent,punct,jaunty
too,115754,dependent,advmod,late
late,115755,head,advmod,too
late,115755,head,punct,.
.,115756,dependent,punct,late
she,115757,dependent,nsubj,long
long,115758,head,nsubj,she
long,115758,head,xcomp,go
long,115758,head,punct,.
to,115759,dependent,mark,go
go,115760,dependent,xcomp,long
go,115760,head,mark,to
.,115761,dependent,punct,long
that,115762,dependent,nsubj,why
be,115763,dependent,cop,why
why,115764,head,nsubj,that
why,115764,head,cop,be
why,115764,head,punct,.
.,115765,dependent,punct,why
woman,115766,head,punct,.
.,115767,dependent,punct,woman
as,115768,dependent,mark,stop
easy,115769,dependent,nsubj,stop
stop,115770,head,mark,as
stop,115770,head,nsubj,easy
stop,115770,head,obj,sea
stop,115770,head,punct,.
the,115771,dependent,det,sea
sea,115772,dependent,obj,stop
sea,115772,head,det,the
.,115773,dependent,punct,stop
yes,115774,dependent,discourse,lose
yes,115774,head,punct,:
:,115775,dependent,punct,yes
all,115776,dependent,nsubj:pass,lose
be,115777,dependent,aux:pass,lose
lose,115778,head,discourse,yes
lose,115778,head,nsubj:pass,all
lose,115778,head,aux:pass,be
lose,115778,head,punct,.
.,115779,dependent,punct,lose
—,115780,dependent,punct,say
a,115781,dependent,det,air
beautiful,115782,dependent,amod,air
air,115783,dependent,ccomp,say
air,115783,head,det,a
air,115783,head,amod,beautiful
air,115783,head,punct,","
",",115784,dependent,punct,air
say,115785,head,punct,—
say,115785,head,ccomp,air
say,115785,head,ccomp,lose
say,115785,head,punct,.
bloom,115786,dependent,nsubj,lose
lose,115787,dependent,ccomp,say
lose,115787,head,nsubj,bloom
lose,115787,head,obj,leopold
leopold,115788,dependent,obj,lose
.,115789,dependent,punct,say
i,115790,dependent,nsubj,know
know,115791,head,nsubj,i
know,115791,head,obj,it
know,115791,head,advmod,well
know,115791,head,punct,.
it,115792,dependent,obj,know
well,115793,dependent,advmod,know
.,115794,dependent,punct,know
never,115795,dependent,advmod,have
in,115796,dependent,case,life
all,115797,dependent,det:predet,life
his,115798,dependent,nmod:poss,life
life,115799,dependent,obl,have
life,115799,head,case,in
life,115799,head,det:predet,all
life,115799,head,nmod:poss,his
have,115800,head,advmod,never
have,115800,head,obl,life
have,115800,head,obj,richie
have,115800,head,punct,.
richie,115801,dependent,obj,have
richie,115801,head,flat,goulding
goulding,115802,dependent,flat,richie
.,115803,dependent,punct,have
he,115804,dependent,nsubj,know
know,115805,head,nsubj,he
know,115805,head,obj,it
know,115805,head,advmod,well
know,115805,head,advmod,too
know,115805,head,punct,.
it,115806,dependent,obj,know
well,115807,dependent,advmod,know
too,115808,dependent,advmod,know
.,115809,dependent,punct,know
or,115810,dependent,cc,feel
he,115811,dependent,nsubj,feel
feel,115812,head,cc,or
feel,115812,head,nsubj,he
feel,115812,head,punct,.
.,115813,dependent,punct,feel
still,115814,dependent,advmod,harp
harp,115815,head,advmod,still
harp,115815,head,obl,daughter
harp,115815,head,punct,.
on,115816,dependent,case,daughter
his,115817,dependent,nmod:poss,daughter
daughter,115818,dependent,obl,harp
daughter,115818,head,case,on
daughter,115818,head,nmod:poss,his
.,115819,dependent,punct,harp
wise,115820,dependent,amod,child
child,115821,dependent,ccomp,say
child,115821,head,amod,wise
child,115821,head,acl:relcl,know
child,115821,head,punct,","
that,115822,dependent,nsubj,know
know,115823,dependent,acl:relcl,child
know,115823,head,nsubj,that
know,115823,head,obj,father
her,115824,dependent,nmod:poss,father
father,115825,dependent,obj,know
father,115825,head,nmod:poss,her
",",115826,dependent,punct,child
dedalus,115827,dependent,nsubj,say
say,115828,head,ccomp,child
say,115828,head,nsubj,dedalus
say,115828,head,punct,.
.,115829,dependent,punct,say
i,115830,head,punct,?
?,115831,dependent,punct,i
bloom,115832,dependent,compound,askance
askance,115833,dependent,nsubj,see
askance,115833,head,compound,bloom
askance,115833,head,nmod,liverless
over,115834,dependent,case,liverless
liverless,115835,dependent,nmod,askance
liverless,115835,head,case,over
see,115836,head,nsubj,askance
see,115836,head,punct,.
.,115837,dependent,punct,see
face,115838,dependent,nsubj:pass,lose
face,115838,head,nmod,all
of,115839,dependent,case,all
the,115840,dependent,det,all
all,115841,dependent,nmod,face
all,115841,head,case,of
all,115841,head,det,the
be,115842,dependent,aux:pass,lose
lose,115843,head,nsubj:pass,face
lose,115843,head,aux:pass,be
lose,115843,head,punct,.
.,115844,dependent,punct,lose
rollick,115845,head,obj,richie
rollick,115845,head,advmod,once
rollick,115845,head,punct,.
richie,115846,dependent,obj,rollick
once,115847,dependent,advmod,rollick
.,115848,dependent,punct,rollick
joke,115849,dependent,nsubj,stale
old,115850,dependent,amod,stale
stale,115851,head,nsubj,joke
stale,115851,head,amod,old
stale,115851,head,advmod,now
stale,115851,head,punct,.
now,115852,dependent,advmod,stale
.,115853,dependent,punct,stale
wagg,115854,head,obj,ear
wagg,115854,head,punct,.
his,115855,dependent,nmod:poss,ear
ear,115856,dependent,obj,wagg
ear,115856,head,nmod:poss,his
.,115857,dependent,punct,wagg
napkinr,115858,head,obl,eye
napkinr,115858,head,punct,.
in,115859,dependent,case,eye
his,115860,dependent,nmod:poss,eye
eye,115861,dependent,obl,napkinr
eye,115861,head,case,in
eye,115861,head,nmod:poss,his
.,115862,dependent,punct,napkinr
now,115863,dependent,advmod,begg
begg,115864,dependent,advcl,send
begg,115864,head,advmod,now
begg,115864,head,obj,letter
letter,115865,dependent,obj,begg
he,115866,dependent,nsubj,send
send,115867,head,advcl,begg
send,115867,head,nsubj,he
send,115867,head,obj,son
send,115867,head,obl,with
send,115867,head,punct,.
his,115868,dependent,nmod:poss,son
son,115869,dependent,obj,send
son,115869,head,nmod:poss,his
with,115870,dependent,obl,send
.,115871,dependent,punct,send
crosseyed,115872,dependent,vocative,do
crosseyed,115872,head,flat,walter
crosseyed,115872,head,flat,sir
walter,115873,dependent,flat,crosseyed
sir,115874,dependent,flat,crosseyed
i,115875,dependent,nsubj,do
do,115876,head,vocative,crosseyed
do,115876,head,nsubj,i
do,115876,head,obj,sir
do,115876,head,punct,.
sir,115877,dependent,obj,do
.,115878,dependent,punct,do
would,115879,dependent,aux,expect
not,115880,dependent,advmod,expect
trouble,115881,dependent,nsubj:outer,expect
only,115882,dependent,advmod,expect
i,115883,dependent,nsubj,expect
be,115884,dependent,aux,expect
expect,115885,head,aux,would
expect,115885,head,advmod,not
expect,115885,head,nsubj:outer,trouble
expect,115885,head,advmod,only
expect,115885,head,nsubj,i
expect,115885,head,aux,be
expect,115885,head,obj,money
expect,115885,head,punct,.
some,115886,dependent,det,money
money,115887,dependent,obj,expect
money,115887,head,det,some
.,115888,dependent,punct,expect
apologise,115889,head,punct,.
.,115890,dependent,punct,apologise
piano,115891,head,advmod,again
piano,115891,head,punct,.
again,115892,dependent,advmod,piano
.,115893,dependent,punct,piano
sound,115894,head,xcomp,good
sound,115894,head,punct,.
good,115895,dependent,xcomp,sound
good,115895,head,obl,time
than,115896,dependent,case,time
last,115897,dependent,amod,time
time,115898,dependent,obl,good
time,115898,head,case,than
time,115898,head,amod,last
time,115898,head,acl:relcl,hear
i,115899,dependent,nsubj,hear
hear,115900,dependent,acl:relcl,time
hear,115900,head,nsubj,i
.,115901,dependent,punct,sound
tun,115902,head,advmod,probably
tun,115902,head,punct,.
probably,115903,dependent,advmod,tun
.,115904,dependent,punct,tun
stoppe,115905,head,advmod,again
stoppe,115905,head,punct,.
again,115906,dependent,advmod,stoppe
.,115907,dependent,punct,stoppe
dollard,115908,dependent,nsubj,urge
dollard,115908,head,conj,cowley
and,115909,dependent,cc,cowley
cowley,115910,dependent,conj,dollard
cowley,115910,head,cc,and
still,115911,dependent,advmod,urge
urge,115912,head,nsubj,dollard
urge,115912,head,advmod,still
urge,115912,head,obj,singer
urge,115912,head,compound:prt,out
urge,115912,head,obl,it
urge,115912,head,punct,.
the,115913,dependent,det,singer
linger,115914,dependent,amod,singer
singer,115915,dependent,obj,urge
singer,115915,head,det,the
singer,115915,head,amod,linger
out,115916,dependent,compound:prt,urge
with,115917,dependent,case,it
it,115918,dependent,obl,urge
it,115918,head,case,with
.,115919,dependent,punct,urge
—,115920,dependent,punct,it
with,115921,dependent,case,it
it,115922,head,punct,—
it,115922,head,case,with
it,115922,head,vocative,simon
it,115922,head,punct,.
",",115923,dependent,punct,simon
simon,115924,dependent,vocative,it
simon,115924,head,punct,","
.,115925,dependent,punct,it
—,115926,dependent,punct,it
it,115927,head,punct,—
it,115927,head,vocative,simon
it,115927,head,punct,.
",",115928,dependent,punct,simon
simon,115929,dependent,vocative,it
simon,115929,head,punct,","
.,115930,dependent,punct,it
—,115931,dependent,punct,lady
lady,115932,dependent,dislocated,oblige
lady,115932,head,punct,—
lady,115932,head,conj,gentleman
lady,115932,head,punct,","
and,115933,dependent,cc,gentleman
gentleman,115934,dependent,conj,lady
gentleman,115934,head,cc,and
",",115935,dependent,punct,lady
i,115936,dependent,nsubj:pass,oblige
be,115937,dependent,aux:pass,oblige
most,115938,dependent,advmod,deeply
deeply,115939,dependent,advmod,oblige
deeply,115939,head,advmod,most
oblige,115940,head,dislocated,lady
oblige,115940,head,nsubj:pass,i
oblige,115940,head,aux:pass,be
oblige,115940,head,advmod,deeply
oblige,115940,head,obl:agent,solicitation
oblige,115940,head,punct,.
by,115941,dependent,case,solicitation
your,115942,dependent,nmod:poss,solicitation
kind,115943,dependent,compound,solicitation
solicitation,115944,dependent,obl:agent,oblige
solicitation,115944,head,case,by
solicitation,115944,head,nmod:poss,your
solicitation,115944,head,compound,kind
.,115945,dependent,punct,oblige
—,115946,dependent,punct,it
it,115947,head,punct,—
it,115947,head,vocative,simon
it,115947,head,punct,.
",",115948,dependent,punct,simon
simon,115949,dependent,vocative,it
simon,115949,head,punct,","
.,115950,dependent,punct,it
—,115951,dependent,punct,have
i,115952,dependent,nsubj,have
have,115953,head,punct,—
have,115953,head,nsubj,i
have,115953,head,obj,money
have,115953,head,conj,endeavour
have,115953,head,punct,.
no,115954,dependent,det,money
money,115955,dependent,obj,have
money,115955,head,det,no
but,115956,dependent,cc,endeavour
if,115957,dependent,mark,lend
you,115958,dependent,nsubj,lend
will,115959,dependent,aux,lend
lend,115960,dependent,advcl,endeavour
lend,115960,head,mark,if
lend,115960,head,nsubj,you
lend,115960,head,aux,will
lend,115960,head,iobj,i
lend,115960,head,obj,attention
i,115961,dependent,iobj,lend
your,115962,dependent,nmod:poss,attention
attention,115963,dependent,obj,lend
attention,115963,head,nmod:poss,your
i,115964,dependent,nsubj,endeavour
shall,115965,dependent,aux,endeavour
endeavour,115966,dependent,conj,have
endeavour,115966,head,cc,but
endeavour,115966,head,advcl,lend
endeavour,115966,head,nsubj,i
endeavour,115966,head,aux,shall
endeavour,115966,head,xcomp,sing
to,115967,dependent,mark,sing
sing,115968,dependent,xcomp,endeavour
sing,115968,head,mark,to
sing,115968,head,obl,you
to,115969,dependent,case,you
you,115970,dependent,obl,sing
you,115970,head,case,to
you,115970,head,nmod,heart
of,115971,dependent,case,heart
a,115972,dependent,det,heart
heart,115973,dependent,nmod,you
heart,115973,head,case,of
heart,115973,head,det,a
heart,115973,head,acl,bow
bow,115974,dependent,acl,heart
bow,115974,head,compound:prt,down
down,115975,dependent,compound:prt,bow
.,115976,dependent,punct,have
by,115977,dependent,case,sandwichbell
the,115978,dependent,det,sandwichbell
sandwichbell,115979,dependent,obl,give
sandwichbell,115979,head,case,by
sandwichbell,115979,head,det,the
sandwichbell,115979,head,nmod,shadow
sandwichbell,115979,head,punct,","
in,115980,dependent,case,shadow
screen,115981,dependent,compound,shadow
shadow,115982,dependent,nmod,sandwichbell
shadow,115982,head,case,in
shadow,115982,head,compound,screen
lydia,115983,dependent,nsubj,give
",",115984,dependent,punct,sandwichbell
her,115985,dependent,nmod:poss,bronze
bronze,115986,dependent,nsubj,give
bronze,115986,head,nmod:poss,her
bronze,115986,head,conj,rose
bronze,115986,head,appos,grace
bronze,115986,head,punct,","
and,115987,dependent,cc,rose
rose,115988,dependent,conj,bronze
rose,115988,head,cc,and
",",115989,dependent,punct,grace
a,115990,dependent,det,lady
lady,115991,dependent,nmod:poss,grace
lady,115991,head,det,a
lady,115991,head,case,'s
's,115992,dependent,case,lady
