metric,value
mean_tree_height,3.78440574698448
mean_branching_factor,2.5556958017537026
mean_left_branching_ratio,0.49247454540082686
mean_right_branching_ratio,0.5058787541751477
mean_root_dependents,3.70519945658886
mean_max_hub_degree,4.028529084846239
