word,frequency
in,4931
his,3328
out,898
up,827
say,738
down,453
man,449
over,443
father,309
well,275
must,221
going,200
want,195
away,179
course,172
left,166
saw,160
miss,136
better,132
mouth,132
read,127
even,125
buck,116
looking,115
bloody,104
doe,104
pocket,103
finger,101
corner,96
case,94
sweet,87
flower,80
nice,78
dog,78
private,77
born,76
find,75
forward,75
wanted,66
chap,66
ill,63
felt,61
brown,59
taking,58
fair,58
pat,57
shadow,49
star,49
anyhow,48
certain,46
thy,46
turning,45
damn,44
skirt,42
sound,42
crown,42
telling,42
jack,42
wrong,41
silver,40
spoke,40
virgin,39
school,39
holding,39
bent,39
front,39
save,38
piece,38
pity,37
madden,37
double,36
quiet,36
minute,36
buy,35
close,34
coin,34
loose,34
bag,33
opposite,33
hole,32
grace,32
image,31
hamlet,31
broke,30
national,30
third,30
cool,29
party,29
hanging,29
asking,29
bore,28
tower,28
thee,28
led,27
queer,27
tone,27
ho,27
seated,27
showing,26
dull,26
violet,26
bosom,26
flat,26
game,26
button,25
bath,25
falling,25
forgotten,25
particular,25
following,25
guinea,25
special,24
thick,24
fancy,24
murmur,24
thumb,24
folded,24
hide,24
porter,23
changed,23
beneath,23
cloud,23
speaking,23
ready,23
cork,23
weight,22
shade,22
due,22
strand,22
bare,22
scarlet,21
chain,21
cock,21
pink,21
pipe,21
original,21
gravely,21
hoof,21
lump,21
damned,21
sovereign,20
naughty,20
brute,20
pen,19
fault,19
buried,19
band,19
arch,18
iron,18
calling,18
engaged,18
stair,18
cheer,18
majesty,18
police,17
lying,17
prize,17
condition,17
bowl,17
duke,17
shame,17
mute,16
stout,16
style,16
spoken,16
kill,16
equal,16
afar,16
rub,16
butt,16
mortal,16
named,16
mare,16
safe,16
drum,15
regular,15
ruby,15
major,15
stated,15
y,15
accent,15
learned,15
salute,15
flag,15
knowing,15
observed,15
jolly,15
immortal,14
gut,14
hip,14
returning,14
purse,14
promised,14
forefinger,14
seaside,14
beggar,14
angle,14
lap,14
dish,14
labour,14
limp,14
amen,13
gull,13
vain,13
dick,13
chip,13
swell,13
stale,13
blank,13
wax,13
kissing,12
suggested,12
lighted,12
upright,12
innocent,12
stable,12
blush,12
hail,12
charm,12
faint,12
rough,12
spit,12
locked,12
author,12
gun,12
shawl,12
kettle,12
sack,12
teapot,12
chant,11
incense,11
linked,11
carrying,11
hoarse,11
distance,11
pouring,11
thunder,11
pop,11
reek,11
pride,11
armpit,11
soil,11
spade,11
winding,11
ale,11
flowing,11
riding,11
cod,11
kindly,11
wink,11
paying,11
solemnly,11
solid,11
harp,11
gaping,11
weed,11
jesuit,11
shy,11
junior,11

# 交集词汇数占词表总词数比例,5.25%
# 交集词频总和占文本总词次比例,7.88%
# 词表,COCA_20000_part3
