word,frequency
he,4271
there,814
have,694
old,488
over,443
after,428
more,315
right,248
through,248
word,230
john,196
still,195
foot,161
black,146
behind,145
every,141
even,125
bed,113
second,106
keep,91
forward,75
lynch,70
nose,68
bob,68
set,65
stone,65
talking,63
ill,63
laughing,59
fell,53
cut,52
milk,52
corny,48
paddy,46
meet,45
trying,43
sin,43
coy,41
wrong,41
spirit,38
sand,37
outside,37
bottle,37
clock,36
reverend,36
wild,36
ancient,34
real,33
hello,33
tail,33
floor,33
tram,31
subject,31
mass,31
seeing,31
common,31
drunk,30
rising,30
grand,30
quarter,29
dame,28
moustache,28
butter,28
spanish,27
bottom,27
rev,26
giving,26
violet,26
plain,26
rolled,26
twin,26
pain,26
received,25
occasion,24
dirty,24
tried,24
playing,24
wearing,24
nymph,24
drove,23
quid,23
smart,23
darling,23
sky,22
breakfast,22
jingle,22
noble,22
hang,22
bound,22
except,21
leaf,21
cake,20
veil,20
paw,19
fast,19
sharp,19
oil,19
brief,19
sick,19
whispered,19
boat,19
arch,18
fork,18
barrel,18
pale,18
leaving,18
pot,18
papa,18
offered,18
scheme,17
purple,17
sock,17
sell,17
madam,16
butcher,16
capital,16
elbow,16
rope,16
bleeding,16
wandering,15
solicitor,15
nay,15
constable,15
beef,15
picking,14
awful,14
sober,14
labour,14
breech,14
bitch,14
hollow,14
shaking,13
peep,13
lunch,13
reflected,13
creaking,13
quaker,13
wing,13
blank,13
dropping,12
mighty,12
soiled,12
drowning,12
washed,12
divine,12
bazaar,12
unknown,12
schoolboy,12
bicycle,12
chewing,12
gent,11
fragment,11
incense,11
scent,11
friendly,11
scotch,11
pop,11
flushed,11
somewhat,11
gallant,11
knocking,11
leaning,11
kindly,11
keeping,11
slim,11
cutting,11
circular,11
sticking,11
rip,11
potted,11

# 交集词汇数占词表总词数比例,3.42%
# 交集词频总和占文本总词次比例,4.96%
# 词表,COCA_20000_part4
