word,frequency
said,1208
bloom,1000
up,827
like,748
say,738
then,577
time,457
down,453
eye,447
after,428
off,370
back,365
good,331
head,252
round,244
long,240
make,218
voice,204
don,204
take,180
might,176
think,170
same,168
left,166
saw,160
lord,157
water,157
without,138
high,135
between,133
side,131
best,131
great,127
half,125
wait,124
dead,123
coming,122
air,120
kind,116
open,115
near,115
book,103
full,102
power,100
gold,93
bad,90
master,89
called,88
dear,83
part,81
private,77
saint,76
cry,76
forward,75
lay,73
boot,70
bob,68
number,67
fine,66
shoulder,65
talking,63
waiting,61
brown,59
tap,58
saying,58
large,57
blind,57
trouser,56
try,55
thou,55
live,54
quick,53
present,53
sitting,52
bridge,52
passing,52
eh,52
mine,51
cap,51
court,50
yellow,50
skin,49
mirror,48
pair,48
low,47
field,46
blaze,46
blessed,46
sailor,45
turning,45
making,45
damn,44
bar,44
per,44
least,44
inside,44
reason,44
above,43
prince,43
square,42
whore,42
sound,42
crown,42
jack,42
carriage,41
rich,41
key,41
row,40
wear,39
holding,39
throw,39
front,39
save,38
smiling,38
ground,38
pity,37
slow,37
double,36
grave,36
sight,36
stuck,36
reverend,36
singing,36
silence,35
raised,35
paid,33
handkerchief,33
hate,33
draw,33
opposite,33
usual,32
aside,32
wet,32
fool,32
chair,32
brow,31
coffin,31
subject,31
shut,31
common,31
space,31
fashion,30
bank,30
rising,30
loudly,30
ward,30
coat,30
bend,29
knock,29
loved,29
hanging,29
shake,28
kidney,28
shell,28
greek,28
pin,27
shout,27
bearing,27
railway,27
kick,27
dull,26
pick,26
bald,26
bill,26
sigh,26
pace,26
mourning,26
perfume,25
empty,25
stocking,25
umbrella,25
roman,25
following,25
wide,25
fancy,24
mount,24
slip,24
murmur,24
playing,24
pull,24
curve,24
castle,24
sideways,23
chord,23
clear,23
darling,23
burst,23
evidence,23
pillar,23
ready,23
box,22
effect,22
fit,22
term,22
noble,22
mercy,22
board,22
strand,22
nail,22
awfully,22
bound,22
moving,21
listening,21
italian,21
cock,21
lump,21
plump,21
wheel,21
damned,21

# 交集词汇数占词表总词数比例,4.32%
# 交集词频总和占文本总词次比例,7.16%
# 词表,COCA_20000_part2
